Eruption Number,Volcano Name,Eruption Category,VEI,Start Year,Start Month,Start Day,End Year,End Month,End Day,Evidence Type,Evidence Method
20957,Rabaul,Confirmed,3.0,2014,7.0,7.0,2014.0,9.0,18.0,Observations,Reported
20954,Copahue,Confirmed,1.0,2014,7.0,4.0,2014.0,12.0,2.0,Observations,Reported
20956,Manam,Confirmed,4.0,2014,6.0,29.0,2022.0,12.0,19.0,Observations,Reported
20919,"Fournaise, Piton de la",Confirmed,0.0,2014,6.0,21.0,2014.0,6.0,21.0,Observations,Photo / Video
20914,Karangetang,Confirmed,2.0,2014,6.0,8.0,2016.0,3.0,15.0,Observations,Reported
20908,Zhupanovsky,Confirmed,3.0,2014,6.0,6.0,2016.0,3.0,24.0,Observations,Reported
20909,Pavlof,Confirmed,3.0,2014,5.0,31.0,2014.0,6.0,5.0,Observations,Reported
20911,Sangeang Api,Confirmed,3.0,2014,5.0,30.0,2015.0,11.0,5.0,Observations,Reported
20942,Nyamulagira,Confirmed,0.0,2014,5.0,30.0,2016.0,5.0,14.0,Observations,Reported
20936,Ahyi,Confirmed,0.0,2014,4.0,24.0,2014.0,5.0,17.0,Observations,Hydrophonic
22221,Semeru,Confirmed,4.0,2014,4.0,1.0,2022.0,12.0,19.0,Observations,Reported
20932,Krakatau,Confirmed,1.0,2014,3.0,31.0,2014.0,3.0,31.0,Observations,Reported
20910,Karkar,Confirmed,1.0,2014,3.0,26.0,2014.0,3.0,27.0,Observations,Reported
20892,Merapi,Confirmed,3.0,2014,3.0,9.0,2014.0,4.0,20.0,Observations,Reported
20933,Slamet,Confirmed,2.0,2014,3.0,8.0,2014.0,9.0,18.0,Observations,Reported
20934,Kelud,Confirmed,4.0,2014,2.0,13.0,2014.0,2.0,15.0,Observations,Reported
20913,Karangetang,Confirmed,2.0,2014,2.0,9.0,2014.0,2.0,9.0,Observations,Reported
20941,San Cristobal,Confirmed,1.0,2014,2.0,4.0,2014.0,4.0,12.0,Observations,Reported
20931,Marapi,Confirmed,1.0,2014,2.0,3.0,2014.0,2.0,26.0,Observations,Reported
20920,Kavachi,Confirmed,1.0,2014,1.0,29.0,2014.0,1.0,29.0,Observations,Satellite (visual)
20937,Shishaldin,Confirmed,1.0,2014,1.0,28.0,2015.0,10.0,16.0,Observations,Reported
20935,Asosan,Confirmed,1.0,2014,1.0,13.0,2014.0,2.0,19.0,Observations,Reported
21069,Raung,Uncertain,1.0,2014,1.0,4.0,2014.0,1.0,4.0,Observations,Reported
22465,Monowai,Confirmed,1.0,2014,1.0,1.0,2014.0,1.0,1.0,Observations,Hydrophonic
20906,San Miguel,Confirmed,2.0,2013,12.0,29.0,2014.0,7.0,28.0,Observations,Reported
20916,Nishinoshima,Confirmed,2.0,2013,11.0,20.0,2015.0,11.0,17.0,Observations,Reported
20842,Merapi,Confirmed,2.0,2013,11.0,18.0,2013.0,11.0,18.0,Observations,Reported
22463,Krakatau,Confirmed,1.0,2013,10.0,31.0,2013.0,10.0,31.0,Observations,Reported
20907,Zhupanovsky,Confirmed,3.0,2013,10.0,23.0,2013.0,11.0,5.0,Observations,Reported
20918,Barren Island,Confirmed,2.0,2013,10.0,12.0,2016.0,5.0,17.0,Observations,Reported
20987,Tangkuban Parahu,Confirmed,1.0,2013,10.0,5.0,2013.0,10.0,5.0,Observations,Reported
21068,Zubair Group,Confirmed,2.0,2013,9.0,28.0,2013.0,11.0,20.0,Observations,Reported
22195,Telica,Confirmed,1.0,2013,9.0,25.0,2013.0,9.0,25.0,Observations,Reported
20818,Sinabung,Confirmed,4.0,2013,9.0,15.0,2018.0,8.0,30.0,Observations,Reported
20841,Etna,Confirmed,2.0,2013,9.0,3.0,2022.0,6.0,17.0,Observations,Reported
20832,Ubinas,Confirmed,2.0,2013,9.0,1.0,2016.0,2.0,27.0,Observations,Reported
20912,Iliwerung,Confirmed,0.0,2013,8.0,20.0,2013.0,8.0,20.0,Observations,Reported
20786,Klyuchevskoy,Confirmed,3.0,2013,8.0,15.0,2013.0,12.0,20.0,Observations,Reported
20838,Villarrica,Confirmed,1.0,2013,7.0,25.0,2013.0,7.0,29.0,Observations,Reported
22476,Merapi,Confirmed,1.0,2013,7.0,22.0,2013.0,7.0,22.0,Observations,Reported
20835,Ulawun,Confirmed,1.0,2013,7.0,8.0,2013.0,12.0,21.0,Observations,Reported
20828,Izu-Torishima,Uncertain,2.0,2013,7.0,6.0,2013.0,7.0,6.0,Observations,Reported
22378,Raung,Confirmed,1.0,2013,6.0,29.0,2013.0,7.0,31.0,Observations,Reported
20836,Veniaminof,Confirmed,3.0,2013,6.0,13.0,2013.0,10.0,12.0,Observations,Reported
20757,Chirinkotan,Confirmed,1.0,2013,6.0,11.0,2014.0,6.0,1.0,Observations,Reported
20817,San Cristobal,Confirmed,1.0,2013,6.0,7.0,2013.0,6.0,7.0,Observations,Reported
22220,Semeru,Confirmed,1.0,2013,6.0,4.0,2013.0,11.0,29.0,Observations,Reported
20781,Kikai,Confirmed,1.0,2013,6.0,4.0,2013.0,6.0,4.0,Observations,Reported
22216,Kerinci,Confirmed,1.0,2013,6.0,2.0,2013.0,6.0,2.0,Observations,Reported
20831,Turrialba,Confirmed,1.0,2013,5.0,21.0,2013.0,6.0,4.0,Observations,Reported
20807,Pavlof,Confirmed,3.0,2013,5.0,13.0,2013.0,6.0,26.0,Observations,Reported
22291,Masaya,Uncertain,0.0,2013,5.0,11.0,2013.0,5.0,26.0,Observations,Reported
20798,Mayon,Confirmed,2.0,2013,5.0,7.0,2013.0,5.0,7.0,Observations,Reported
20789,Lascar,Confirmed,1.0,2013,4.0,2.0,2013.0,11.0,20.0,Observations,Reported
22462,Krakatau,Confirmed,1.0,2013,3.0,11.0,2013.0,3.0,29.0,Observations,Reported
20802,Pacaya,Confirmed,2.0,2013,3.0,5.0,2014.0,4.0,10.0,Observations,Reported
20822,Tangkuban Parahu,Confirmed,1.0,2013,2.0,21.0,2013.0,3.0,6.0,Observations,Reported
20754,Barren Island,Confirmed,2.0,2013,2.0,16.0,2013.0,2.0,16.0,Observations,Reported
20762,Etorofu-Yakeyama [Grozny Group],Confirmed,2.0,2013,2.0,16.0,2013.0,4.0,4.0,Observations,Reported
21102,Mariana Back-Arc Segment at 15.5°N,Confirmed,0.0,2013,2.0,13.0,2015.0,12.0,1.0,Observations,Reported
20779,Karkar,Confirmed,3.0,2013,1.0,29.0,2013.0,3.0,15.0,Observations,Reported
22235,Sangay,Confirmed,2.0,2013,1.0,25.0,2013.0,5.0,24.0,Observations,Reported
20915,Gamkonora,Uncertain,1.0,2013,1.0,23.0,2013.0,5.0,27.0,Observations,Reported
20811,Rabaul,Confirmed,2.0,2013,1.0,19.0,2014.0,3.0,11.0,Observations,Reported
20759,Colima,Confirmed,3.0,2013,1.0,6.0,2017.0,3.0,7.0,Observations,Reported
20816,San Cristobal,Confirmed,2.0,2012,12.0,26.0,2012.0,12.0,28.0,Observations,Reported
20760,Copahue,Confirmed,2.0,2012,12.0,22.0,2013.0,12.0,10.0,Observations,Reported
20788,Langila,Confirmed,1.0,2012,12.0,1.0,2012.0,12.0,5.0,Observations,Reported
20825,Tolbachik,Confirmed,3.0,2012,11.0,27.0,2013.0,9.0,5.0,Observations,Reported
20827,Tongariro,Confirmed,2.0,2012,11.0,21.0,2012.0,11.0,21.0,Observations,Reported
20837,Villarrica,Uncertain,1.0,2012,11.0,14.0,2012.0,11.0,14.0,Observations,Reported
20756,Chirpoi,Confirmed,0.0,2012,11.0,11.0,2016.0,10.0,18.0,Observations,Reported
20834,Ulawun,Confirmed,1.0,2012,11.0,6.0,2012.0,12.0,11.0,Observations,Reported
20804,Pagan,Confirmed,2.0,2012,10.0,30.0,2012.0,12.0,11.0,Observations,Reported
22161,Rincon de la Vieja,Confirmed,1.0,2012,10.0,17.0,2012.0,10.0,17.0,Observations,Reported
22377,Raung,Confirmed,1.0,2012,10.0,16.0,2013.0,1.0,6.0,Observations,Reported
20806,Paluweh,Confirmed,3.0,2012,10.0,8.0,2013.0,10.0,31.0,Observations,Reported
20750,Alaid,Confirmed,2.0,2012,10.0,5.0,2012.0,12.0,12.0,Observations,Reported
20797,Marapi,Confirmed,1.0,2012,9.0,26.0,2012.0,9.0,26.0,Observations,Reported
20766,Gamalama,Confirmed,1.0,2012,9.0,15.0,2012.0,9.0,17.0,Observations,Reported
20794,Lokon-Empung,Confirmed,2.0,2012,9.0,15.0,2013.0,9.0,9.0,Observations,Reported
20815,San Cristobal,Confirmed,2.0,2012,9.0,8.0,2012.0,9.0,15.0,Observations,Reported
20768,Heard,Confirmed,0.0,2012,9.0,5.0,2022.0,12.0,19.0,Observations,Reported
20785,Klyuchevskoy,Confirmed,1.0,2012,9.0,1.0,2013.0,1.0,28.0,Observations,Reported
20821,Soputan,Confirmed,3.0,2012,8.0,26.0,2012.0,9.0,19.0,Observations,Reported
20761,Etorofu-Yakeyama [Grozny Group],Confirmed,2.0,2012,8.0,16.0,2012.0,8.0,25.0,Observations,Reported
20839,Whakaari/White Island,Confirmed,2.0,2012,8.0,7.0,2013.0,10.0,11.0,Observations,Reported
20826,Tongariro,Confirmed,2.0,2012,8.0,6.0,2012.0,8.0,7.0,Observations,Reported
20799,Monowai,Confirmed,0.0,2012,8.0,3.0,2012.0,8.0,19.0,Observations,Hydrophonic
22389,Langila,Uncertain,0.0,2012,7.0,21.0,2012.0,7.0,21.0,Observations,Reported
20748,Havre Seamount,Confirmed,1.0,2012,7.0,17.0,2012.0,7.0,19.0,Observations,Reported
20776,Karangetang,Confirmed,2.0,2012,5.0,14.0,2013.0,9.0,5.0,Observations,Reported
20764,Galeras,Confirmed,2.0,2012,5.0,13.0,2014.0,1.0,30.0,Observations,Reported
20819,Sirung,Confirmed,2.0,2012,5.0,8.0,2012.0,5.0,12.0,Observations,Reported
20833,Ulawun,Confirmed,1.0,2012,5.0,7.0,2012.0,5.0,31.0,Observations,Reported
20805,Witori,Confirmed,2.0,2012,5.0,3.0,2012.0,7.0,11.0,Observations,Reported
22143,Masaya,Confirmed,1.0,2012,4.0,30.0,2012.0,6.0,8.0,Observations,Reported
20796,Marapi,Confirmed,1.0,2012,3.0,1.0,2012.0,5.0,18.0,Observations,Reported
20814,"Ruiz, Nevado del",Confirmed,3.0,2012,2.0,22.0,2013.0,7.0,12.0,Observations,Reported
20813,Rincon de la Vieja,Confirmed,1.0,2012,2.0,19.0,2012.0,4.0,14.0,Observations,Reported
20774,Kanaga,Confirmed,2.0,2012,2.0,18.0,2012.0,2.0,18.0,Observations,Reported
20772,Ioto,Confirmed,1.0,2012,2.0,10.0,2012.0,5.0,2.0,Observations,Reported
20778,Karkar,Confirmed,3.0,2012,2.0,1.0,2012.0,2.0,1.0,Observations,Reported
20830,Turrialba,Confirmed,2.0,2012,1.0,12.0,2012.0,1.0,18.0,Observations,Reported
20791,Lewotolok,Confirmed,1.0,2012,1.0,2.0,2012.0,1.0,14.0,Observations,Reported
20840,Zubair Group,Confirmed,2.0,2011,12.0,18.0,2012.0,1.0,12.0,Observations,Reported
22217,Kerinci,Confirmed,1.0,2011,12.0,15.0,2011.0,12.0,15.0,Observations,Reported
20765,Gamalama,Confirmed,2.0,2011,12.0,5.0,2011.0,12.0,23.0,Observations,Reported
22215,Tungurahua,Confirmed,3.0,2011,11.0,27.0,2016.0,3.0,16.0,Observations,Reported
20801,Nyamulagira,Confirmed,2.0,2011,11.0,6.0,2012.0,3.0,16.0,Observations,Reported
20770,"Hudson, Cerro",Confirmed,2.0,2011,10.0,26.0,2011.0,11.0,1.0,Observations,Reported
20769,Hierro,Confirmed,2.0,2011,10.0,10.0,2012.0,3.0,5.0,Observations,Reported
20938,Gaua,Confirmed,1.0,2011,9.0,17.0,2011.0,10.0,10.0,Observations,Reported
20812,Rincon de la Vieja,Confirmed,1.0,2011,8.0,22.0,2011.0,9.0,27.0,Observations,Reported
10898,San Cristobal,Confirmed,1.0,2011,8.0,21.0,2011.0,10.0,23.0,Observations,Reported
20795,Marapi,Confirmed,2.0,2011,8.0,3.0,2011.0,10.0,12.0,Observations,Reported
22388,Langila,Uncertain,0.0,2011,7.0,28.0,2011.0,7.0,28.0,Observations,Reported
20758,Cleveland,Confirmed,2.0,2011,7.0,19.0,2015.0,8.0,18.0,Observations,Reported
20820,Soputan,Confirmed,3.0,2011,7.0,3.0,2011.0,8.0,15.0,Observations,Reported
20793,Lokon-Empung,Confirmed,2.0,2011,6.0,26.0,2012.0,5.0,2.0,Observations,Reported
20790,"Lengai, Ol Doinyo",Confirmed,0.0,2011,6.0,22.0,2014.0,7.0,15.0,Observations,Reported
20800,Nabro,Confirmed,4.0,2011,6.0,13.0,2012.0,6.0,3.0,Observations,Reported
22234,Sangay,Confirmed,2.0,2011,6.0,6.0,2012.0,9.0,19.0,Observations,Reported
20809,Puyehue-Cordon Caulle,Confirmed,5.0,2011,6.0,4.0,2012.0,4.0,21.0,Observations,Reported
20752,Ambae,Confirmed,1.0,2011,6.0,4.0,2011.0,7.0,10.0,Observations,Reported
20767,Grimsvotn,Confirmed,4.0,2011,5.0,21.0,2011.0,5.0,28.0,Observations,Reported
22464,Monowai,Confirmed,0.0,2011,5.0,17.0,2011.0,5.0,22.0,Observations,Hydrophonic
20753,Asosan,Confirmed,1.0,2011,5.0,15.0,2011.0,6.0,9.0,Observations,Reported
22219,Semeru,Confirmed,2.0,2011,5.0,13.0,2012.0,7.0,20.0,Observations,Reported
20803,Pagan,Confirmed,2.0,2011,4.0,23.0,2011.0,9.0,1.0,Observations,Reported
22214,Tungurahua,Confirmed,2.0,2011,4.0,20.0,2011.0,5.0,26.0,Observations,Reported
20921,Axial Seamount,Confirmed,0.0,2011,4.0,6.0,2011.0,4.0,12.0,Observations,Reported
20783,Klyuchevskoy,Confirmed,2.0,2011,3.0,30.0,2011.0,7.0,3.0,Observations,Reported
20810,Rabaul,Confirmed,2.0,2011,3.0,29.0,2011.0,8.0,12.0,Observations,Reported
22488,Merapi,Confirmed,1.0,2011,3.0,25.0,2011.0,9.0,8.0,Observations,Photo / Video
20775,Karangetang,Confirmed,2.0,2011,3.0,11.0,2011.0,8.0,13.0,Observations,Reported
20823,Telica,Confirmed,2.0,2011,3.0,7.0,2011.0,6.0,14.0,Observations,Reported
20792,Lokon-Empung,Confirmed,1.0,2011,2.0,22.0,2011.0,2.0,22.0,Observations,Reported
20808,Planchon-Peteroa,Confirmed,2.0,2011,2.0,17.0,2011.0,6.0,26.0,Observations,Reported
20782,Kirishimayama,Confirmed,3.0,2011,1.0,19.0,2011.0,9.0,7.0,Observations,Reported
20829,Turrialba,Confirmed,1.0,2011,1.0,14.0,2011.0,1.0,14.0,Observations,Reported
20939,Dallol,Confirmed,0.0,2011,1.0,4.0,2011.0,1.0,4.0,Observations,Reported
16064,Tengger Caldera,Confirmed,3.0,2010,11.0,26.0,2011.0,6.0,13.0,Observations,Reported
11645,Tungurahua,Confirmed,3.0,2010,11.0,22.0,2011.0,1.0,2.0,Observations,Reported
19264,Kizimen,Confirmed,3.0,2010,11.0,11.0,2013.0,9.0,13.0,Observations,Reported
16772,Bulusan,Confirmed,2.0,2010,11.0,6.0,2011.0,5.0,13.0,Observations,Reported
15634,Krakatau,Confirmed,2.0,2010,10.0,25.0,2012.0,9.0,9.0,Observations,Reported
15925,Merapi,Confirmed,4.0,2010,10.0,23.0,2010.0,11.0,29.0,Observations,Reported
14392,"Fournaise, Piton de la",Confirmed,0.0,2010,10.0,14.0,2010.0,12.0,10.0,Observations,Reported
18820,Sarychev Peak,Uncertain,2.0,2010,9.0,20.0,2010.0,9.0,20.0,Observations,Satellite (visual)
15388,Barren Island,Confirmed,1.0,2010,9.0,17.0,2011.0,6.0,22.0,Observations,Reported
19820,Cleveland,Uncertain,2.0,2010,9.0,12.0,2010.0,9.0,26.0,Observations,Satellite (visual)
11947,Planchon-Peteroa,Confirmed,2.0,2010,9.0,6.0,2010.0,10.0,13.0,Observations,Reported
15404,Sinabung,Confirmed,3.0,2010,8.0,27.0,2010.0,9.0,18.0,Observations,Reported
13854,Etna,Confirmed,3.0,2010,8.0,25.0,2013.0,4.0,27.0,Observations,Reported
11381,Galeras,Confirmed,1.0,2010,8.0,25.0,2010.0,8.0,25.0,Observations,Reported
14935,Manam,Confirmed,3.0,2010,8.0,10.0,2013.0,12.0,15.0,Observations,Reported
16544,Karangetang,Confirmed,3.0,2010,8.0,6.0,2010.0,12.0,16.0,Observations,Reported
11248,Turrialba,Uncertain,2.0,2010,7.0,24.0,2010.0,8.0,15.0,Observations,Photo / Video
15101,Rabaul,Confirmed,1.0,2010,7.0,23.0,2010.0,7.0,25.0,Observations,Reported
11792,Ubinas,Uncertain,1.0,2010,7.0,18.0,2010.0,7.0,18.0,Observations,Aviation
18879,Ebeko,Confirmed,1.0,2010,7.0,2.0,2010.0,7.0,9.0,Observations,Reported
18833,Ekarma,Confirmed,2.0,2010,6.0,30.0,2010.0,8.0,10.0,Observations,Reported
18423,Ioto,Uncertain,1.0,2010,6.0,19.0,2010.0,6.0,19.0,Observations,Reported
10897,San Cristobal,Confirmed,2.0,2010,6.0,9.0,2011.0,1.0,13.0,Observations,Reported
19026,Gorely,Confirmed,1.0,2010,6.0,6.0,2010.0,6.0,22.0,Observations,Reported
19819,Cleveland,Confirmed,2.0,2010,5.0,30.0,2010.0,6.0,2.0,Observations,Reported
18529,South Sarigan Seamount,Confirmed,3.0,2010,5.0,27.0,2010.0,5.0,29.0,Observations,Reported
15077,Ulawun,Confirmed,2.0,2010,5.0,26.0,2011.0,5.0,27.0,Observations,Reported
19388,Bezymianny,Confirmed,3.0,2010,5.0,21.0,2011.0,4.0,29.0,Observations,Satellite (infrared)
18524,Pagan,Confirmed,1.0,2010,5.0,3.0,2010.0,8.0,11.0,Observations,Reported
18282,Miyakejima,Confirmed,1.0,2010,4.0,11.0,2010.0,7.0,21.0,Observations,Reported
13853,Etna,Confirmed,2.0,2010,4.0,8.0,2010.0,4.0,8.0,Observations,Reported
17165,Kirishimayama,Confirmed,1.0,2010,3.0,30.0,2010.0,7.0,10.0,Observations,Reported
12563,Eyjafjallajokull,Confirmed,4.0,2010,3.0,20.0,2010.0,6.0,23.0,Observations,Reported
14951,Karkar,Uncertain,1.0,2010,2.0,25.0,2010.0,2.0,26.0,Observations,Reported
18469,Fukutoku-Oka-no-Ba,Confirmed,1.0,2010,2.0,3.0,2010.0,4.0,8.0,Observations,Reported
22218,Semeru,Confirmed,2.0,2010,1.0,5.0,2010.0,11.0,29.0,Observations,Reported
11247,Turrialba,Confirmed,2.0,2010,1.0,5.0,2010.0,3.0,7.0,Observations,Reported
14085,Nyamulagira,Confirmed,1.0,2010,1.0,2.0,2010.0,1.0,29.0,Observations,Reported
11644,Tungurahua,Confirmed,3.0,2010,1.0,1.0,2010.0,7.0,29.0,Observations,Reported
19387,Bezymianny,Confirmed,3.0,2009,12.0,17.0,2010.0,2.0,16.0,Observations,Reported
11080,Concepcion,Confirmed,1.0,2009,12.0,11.0,2011.0,3.0,12.0,Observations,Reported
12184,Villarrica,Confirmed,1.0,2009,11.0,22.0,2012.0,4.0,20.0,Observations,Reported
11193,Poas,Confirmed,1.0,2009,11.0,16.0,2014.0,10.0,13.0,Observations,Reported
17164,Kirishimayama,Uncertain,1.0,2009,11.0,15.0,2009.0,11.0,15.0,Observations,Reported
14391,"Fournaise, Piton de la",Confirmed,1.0,2009,11.0,5.0,2010.0,1.0,12.0,Observations,Reported
19828,Cleveland,Confirmed,2.0,2009,10.0,2.0,2009.0,12.0,12.0,Observations,Reported
15231,Gaua,Confirmed,2.0,2009,9.0,27.0,2010.0,6.0,19.0,Observations,Reported
15793,Dieng Volcanic Complex,Confirmed,1.0,2009,9.0,27.0,2009.0,9.0,27.0,Observations,Reported
15003,Langila,Confirmed,2.0,2009,9.0,16.0,2010.0,2.0,16.0,Observations,Reported
16819,Mayon,Confirmed,2.0,2009,9.0,15.0,2010.0,1.0,1.0,Observations,Reported
10896,San Cristobal,Confirmed,2.0,2009,9.0,6.0,2009.0,12.0,26.0,Observations,Reported
18776,Kolokol Group,Uncertain,2.0,2009,8.0,26.0,,,,Uncertain,Unspecified
19485,Klyuchevskoy,Confirmed,2.0,2009,8.0,1.0,2010.0,12.0,20.0,Observations,Reported
13944,Manda Hararo,Confirmed,2.0,2009,6.0,28.0,2009.0,7.0,1.0,Observations,Reported
19827,Cleveland,Confirmed,2.0,2009,6.0,25.0,2009.0,6.0,25.0,Observations,Reported
18819,Sarychev Peak,Confirmed,4.0,2009,6.0,11.0,2009.0,7.0,16.0,Observations,Reported
22197,Monowai,Confirmed,0.0,2009,5.0,4.0,2009.0,12.0,16.0,Observations,Hydrophonic
16227,Rinjani,Confirmed,2.0,2009,5.0,2.0,2010.0,5.0,23.0,Observations,Reported
15765,Slamet,Confirmed,1.0,2009,4.0,21.0,2009.0,6.0,22.0,Observations,Reported
18523,Pagan,Uncertain,2.0,2009,4.0,15.0,,,,Uncertain,Unspecified
11677,Fernandina,Confirmed,2.0,2009,4.0,10.0,2009.0,4.0,28.0,Observations,Reported
18281,Miyakejima,Confirmed,1.0,2009,4.0,1.0,2009.0,4.0,1.0,Observations,Reported
15533,Kerinci,Confirmed,1.0,2009,4.0,1.0,2009.0,6.0,19.0,Observations,Reported
15633,Krakatau,Confirmed,2.0,2009,3.0,25.0,2009.0,9.0,16.0,Observations,Reported
14733,Hunga Tonga-Hunga Ha'apai,Confirmed,2.0,2009,3.0,17.0,2009.0,3.0,22.0,Observations,Reported
20391,Redoubt,Confirmed,3.0,2009,3.0,15.0,2009.0,7.0,1.0,Observations,Reported
11502,Guagua Pichincha,Uncertain,1.0,2009,2.0,16.0,2009.0,2.0,17.0,Uncertain,Unspecified
18878,Ebeko,Confirmed,1.0,2009,2.0,11.0,2009.0,7.0,13.0,Observations,Reported
12183,Villarrica,Confirmed,1.0,2009,1.0,29.0,2009.0,3.0,24.0,Observations,Reported
17812,Asamayama,Confirmed,2.0,2009,1.0,21.0,2009.0,5.0,2.0,Observations,Reported
14680,Curtis Island,Uncertain,0.0,2009,1.0,18.0,2009.0,1.0,19.0,Uncertain,Unspecified
15792,Dieng Volcanic Complex,Confirmed,1.0,2009,1.0,15.0,2009.0,1.0,15.0,Observations,Reported
11192,Poas,Confirmed,1.0,2009,1.0,12.0,2009.0,3.0,21.0,Observations,Reported
19826,Cleveland,Confirmed,2.0,2009,1.0,2.0,2009.0,1.0,21.0,Observations,Reported
15575,Dempo,Confirmed,1.0,2009,1.0,1.0,2009.0,1.0,1.0,Observations,Reported
19045,Koryaksky,Confirmed,2.0,2008,12.0,23.0,2009.0,8.0,27.0,Observations,Reported
16543,Karangetang,Confirmed,2.0,2008,11.0,29.0,2010.0,3.0,24.0,Observations,Reported
10895,San Cristobal,Confirmed,1.0,2008,11.0,21.0,2008.0,11.0,21.0,Observations,Reported
18707,Akan,Confirmed,1.0,2008,11.0,18.0,2008.0,11.0,28.0,Observations,Reported
14799,Tafu-Maka,Confirmed,0.0,2008,11.0,16.0,2008.0,11.0,16.0,Observations,Reported
14800,West Mata,Confirmed,0.0,2008,11.0,16.0,2009.0,5.0,16.0,Observations,Reported
13927,Alu-Dalafilla,Confirmed,3.0,2008,11.0,3.0,2008.0,12.0,16.0,Observations,Reported
11314,"Huila, Nevado del",Confirmed,3.0,2008,10.0,26.0,2012.0,1.0,14.0,Observations,Reported
12182,Villarrica,Confirmed,1.0,2008,10.0,26.0,,,,Observations,Reported
11380,Galeras,Confirmed,3.0,2008,10.0,21.0,2010.0,1.0,2.0,Observations,Reported
19484,Klyuchevskoy,Confirmed,1.0,2008,10.0,8.0,2009.0,4.0,16.0,Observations,Reported
15210,Tinakula,Confirmed,1.0,2008,9.0,19.0,2008.0,11.0,29.0,Observations,Reported
14390,"Fournaise, Piton de la",Confirmed,1.0,2008,9.0,12.0,2009.0,2.0,4.0,Observations,Reported
17163,Kirishimayama,Confirmed,1.0,2008,8.0,22.0,2008.0,8.0,22.0,Observations,Reported
12896,Bardarbunga,Uncertain,0.0,2008,8.0,16.0,,,,Uncertain,Unspecified
16818,Mayon,Confirmed,1.0,2008,8.0,10.0,2008.0,8.0,10.0,Observations,Reported
17811,Asamayama,Confirmed,1.0,2008,8.0,10.0,2008.0,8.0,14.0,Observations,Reported
19745,Kasatochi,Confirmed,4.0,2008,8.0,7.0,2008.0,8.0,9.0,Observations,Reported
11077,Concepcion,Confirmed,1.0,2008,7.0,30.0,2008.0,7.0,30.0,Observations,Reported
18860,Chikurachki,Confirmed,2.0,2008,7.0,29.0,2008.0,8.0,8.0,Observations,Reported
11449,Reventador,Confirmed,2.0,2008,7.0,27.0,2022.0,12.0,19.0,Observations,Reported
15009,Krummel-Garbuna-Welcker,Confirmed,2.0,2008,7.0,13.0,2008.0,10.0,4.0,Observations,Reported
19852,Okmok,Confirmed,4.0,2008,7.0,12.0,2008.0,8.0,19.0,Observations,Reported
19386,Bezymianny,Confirmed,3.0,2008,7.0,11.0,2008.0,8.0,23.0,Observations,Reported
10943,Telica,Confirmed,1.0,2008,7.0,5.0,2008.0,7.0,5.0,Observations,Reported
14676,Rumble III,Confirmed,0.0,2008,7.0,2.0,,,,Observations,Reported
10894,San Cristobal,Confirmed,1.0,2008,6.0,22.0,2008.0,8.0,5.0,Observations,Reported
16166,Raung,Confirmed,2.0,2008,6.0,12.0,2008.0,6.0,17.0,Observations,Reported
16439,Soputan,Confirmed,3.0,2008,6.0,6.0,2008.0,11.0,2.0,Observations,Reported
11720,"Azul, Cerro",Confirmed,1.0,2008,5.0,29.0,2008.0,6.0,17.0,Observations,Reported
15297,Ambrym,Confirmed,2.0,2008,5.0,23.0,2018.0,12.0,17.0,Observations,Reported
15387,Barren Island,Confirmed,2.0,2008,5.0,13.0,2010.0,4.0,19.0,Observations,Reported
16677,Gamalama,Uncertain,1.0,2008,5.0,10.0,,,,Uncertain,Unspecified
18280,Miyakejima,Confirmed,1.0,2008,5.0,8.0,2008.0,5.0,8.0,Observations,Reported
12271,Chaiten,Confirmed,4.0,2008,5.0,2.0,2011.0,5.0,31.0,Observations,Reported
11042,Masaya,Confirmed,1.0,2008,4.0,29.0,2008.0,12.0,17.0,Observations,Reported
16278,Egon,Confirmed,2.0,2008,4.0,15.0,2008.0,4.0,28.0,Observations,Reported
16582,Ibu,Confirmed,1.0,2008,4.0,5.0,2022.0,12.0,19.0,Observations,Reported
15532,Kerinci,Confirmed,1.0,2008,3.0,24.0,,,,Observations,Reported
16542,Karangetang,Uncertain,1.0,2008,3.0,12.0,,,,Uncertain,Unspecified
15008,Krummel-Garbuna-Welcker,Confirmed,1.0,2008,3.0,11.0,2008.0,3.0,13.0,Observations,Reported
15323,Lopevi,Uncertain,2.0,2008,2.0,24.0,2008.0,2.0,24.0,Uncertain,Unspecified
20178,Veniaminof,Confirmed,1.0,2008,2.0,22.0,2008.0,3.0,1.0,Observations,Reported
17351,Asosan,Confirmed,1.0,2008,2.0,17.0,2008.0,2.0,17.0,Observations,Reported
20101,Shishaldin,Uncertain,1.0,2008,2.0,12.0,2008.0,2.0,12.0,Uncertain,Unspecified
14723,Monowai,Confirmed,0.0,2008,2.0,8.0,2008.0,2.0,8.0,Observations,Hydrophonic
11501,Guagua Pichincha,Uncertain,1.0,2008,2.0,1.0,2008.0,2.0,1.0,Uncertain,Unspecified
11191,Poas,Confirmed,1.0,2008,1.0,13.0,2008.0,1.0,13.0,Observations,Reported
18279,Miyakejima,Confirmed,1.0,2008,1.0,7.0,2008.0,1.0,7.0,Observations,Reported
11313,"Huila, Nevado del",Confirmed,2.0,2008,1.0,2.0,2008.0,4.0,16.0,Observations,Reported
12077,Llaima,Confirmed,3.0,2008,1.0,1.0,2009.0,6.0,12.0,Observations,Reported
